bug_name,key,total # of functions,# of functions with same highest Binary score,Binary score of highest rank,rank of buggy function (Binary),Binary score of buggy function,rank of buggy function among functions executed by failing tcs (Binary),# of functions with same highest GP13 score,GP13 score of highest rank,rank of buggy function (GP13),GP13 score of buggy function,rank of buggy function among functions executed by failing tcs (GP13),# of functions with same highest Jaccard score,Jaccard score of highest rank,rank of buggy function (Jaccard),Jaccard score of buggy function,rank of buggy function among functions executed by failing tcs (Jaccard),# of functions with same highest Naish1 score,Naish1 score of highest rank,rank of buggy function (Naish1),Naish1 score of buggy function,rank of buggy function among functions executed by failing tcs (Naish1),# of functions with same highest Naish2 score,Naish2 score of highest rank,rank of buggy function (Naish2),Naish2 score of buggy function,rank of buggy function among functions executed by failing tcs (Naish2),# of functions with same highest Ochiai score,Ochiai score of highest rank,rank of buggy function (Ochiai),Ochiai score of buggy function,rank of buggy function among functions executed by failing tcs (Ochiai),# of functions with same highest Russel+Rao score,Russel+Rao score of highest rank,rank of buggy function (Russel+Rao),Russel+Rao score of buggy function,rank of buggy function among functions executed by failing tcs (Russel+Rao),# of functions with same highest Wong1 score,Wong1 score of highest rank,rank of buggy function (Wong1),Wong1 score of buggy function,rank of buggy function among functions executed by failing tcs (Wong1)
persistence_base64_encoding.MUT130.cpp,opencv_core/modules/core/src/persistence_base64_encoding.cpp#RawDataToBinaryConvertor::make_to_binary_funcs(const std::string & dt)#326,915,73,1,73,1,73,18,8.0,18,8.0,18,18,1.0,18,1.0,18,18,5127,18,5127,18,18,7.0,18,7.0,18,18,1.0,18,1.0,18,73,0.0013634592910011,73,0.0013634592910011,73,73,7,73,7,73
persistence.MUT966.cpp,opencv_core/modules/core/src/persistence.cpp#FileStorage::operator[](const std::string & key)#1997,915,153,1,153,1,153,22,3.0,22,3.0,22,22,1.0,22,1.0,22,22,5096,22,5096,22,22,2.0,22,2.0,22,22,1.0,22,1.0,22,153,0.0003923107100823,153,0.0003923107100823,153,153,2,153,2,153
dxt.MUT592.cpp,"opencv_core/modules/core/src/dxt.cpp#CCSIDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1366",915,68,1,68,1,68,2,3.0,2,3.0,2,2,1.0,2,1.0,2,2,5132,2,5132,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,68,0.0003895597974289,68,0.0003895597974289,68,68,2,68,2,68
umatrix.MUT236.cpp,"opencv_core/modules/core/src/umatrix.cpp#Mat::getUMat(enum cv::AccessFlag accessFlags, enum cv::UMatUsageFlags usageFlags)#635",915,50,1,50,1,50,4,145.0,4,145.0,4,4,1.0,4,1.0,4,4,4985,4,4985,4,4,144.0,4,144.0,4,4,1.0,4,1.0,4,50,0.0280756482745174,50,0.0280756482745174,50,50,144,50,144,50
dxt.MUT242.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT_VecR3::operator()(Complex<float> * dst, const int c_n, const int n, const int dw0, const Complex<float> * wave)#614",915,97,1,97,1,97,32,3.0,32,3.0,32,32,1.0,32,1.0,32,32,5131,32,5131,32,32,2.0,32,2.0,32,32,1.0,32,1.0,32,97,0.0003896356906292,97,0.0003896356906292,97,97,2,97,2,97
persistence_yml.MUT78.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLEmitter::writeScalar(const char * key, const char * data)#193",915,61,1,61,1,61,4,12.0,4,12.0,4,4,1.0,4,1.0,4,4,5113,4,5113,4,4,11.0,4,11.0,4,4,1.0,4,1.0,4,61,0.0021467603434816,61,0.0021467603434816,61,61,11,61,11,61
matrix_decomp.MUT32.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#LUImpl(_Tp * A, size_t astep, int m, _Tp * b, size_t bstep, int n, _Tp eps)#62",915,50,1,50,1,50,1,4.0,1,4.0,1,1,1.0,1,1.0,1,1,5124,1,5124,1,1,3.0,1,3.0,1,1,1.0,1,1.0,1,50,0.0005851375073142,50,0.0005851375073142,50,50,3,50,3,50
umatrix.MUT248.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::create(int d, const int * _sizes, int _type, enum cv::UMatUsageFlags _usageFlags)#671",915,81,1,81,1,81,1,494.0,1,494.0,1,1,1.0,1,1.0,1,1,4597,1,4597,1,1,493.0,1,493.0,1,1,1.0,1,1.0,1,81,0.0968565815324165,81,0.0968565815324165,81,81,493,81,493,81
persistence.MUT573.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::writeRawData(const std::string & dt, const void * _data, size_t len)#1144",915,157,1,157,1,157,4,4.0,4,4.0,4,4,1.0,4,1.0,4,4,5131,4,5131,4,4,3.0,4,3.0,4,4,1.0,4,1.0,4,157,0.0005843396961433,157,0.0005843396961433,157,157,3,157,3,157
rand.MUT83.cpp,"opencv_core/modules/core/src/rand.cpp#randn_0_1_32f(float * arr, int len, uint64 * state)#264",915,87,1,87,1,87,5,2.0,5,2.0,5,5,1.0,5,1.0,5,5,5130,5,5130,5,5,1.0,5,1.0,5,5,1.0,5,1.0,5,87,0.0001948937828883,87,0.0001948937828883,87,87,1,87,1,87
matrix_sparse.MUT246.cpp,opencv_core/modules/core/src/matrix_sparse.cpp#SparseMat::resizeHashTab(size_t newsize)#623,915,33,1,33,1,33,2,4.0,2,4.0,2,2,1.0,2,1.0,2,2,5131,2,5131,2,2,3.0,2,3.0,2,2,1.0,2,1.0,2,33,0.0005843396961433,33,0.0005843396961433,33,33,3,33,3,33
matrix.MUT139.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::Mat(cv::Size _sz, int _type)#360",915,35,1,35,1,35,1,1567.0,1,1567.0,1,1,1.0,1,1.0,1,1,2561,1,2561,1,1,1566.0,1,1566.0,1,1,1.0,1,1.0,1,35,0.3794523867215895,35,0.3794523867215895,35,35,1566,35,1566,35
persistence_yml.MUT156.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::skipSpaces(char * ptr, int min_indent, int max_comment_indent)#358",915,62,1,62,1,62,9,15.0,9,15.0,9,9,1.0,9,1.0,9,9,5114,9,5114,9,9,14.0,9,14.0,9,9,1.0,9,1.0,9,62,0.0027301092043681,62,0.0027301092043681,62,62,14,62,14,62
dxt.MUT540.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1252",915,111,1,111,1,111,46,2.0,46,2.0,46,46,1.0,46,1.0,46,46,5131,46,5131,46,46,1.0,46,1.0,46,46,1.0,46,1.0,46,111,0.000194855806703,111,0.000194855806703,111,111,1,111,1,111
persistence_types.MUT62.cpp,"opencv_core/modules/core/src/persistence_types.cpp#read(const class cv::FileNode & node, class cv::Mat & m, const class cv::Mat & default_mat)#133",915,108,1,108,1,108,2,12.0,2,12.0,2,2,1.0,2,1.0,2,2,5115,2,5115,2,2,11.0,2,11.0,2,2,1.0,2,1.0,2,108,0.0021459227467811,108,0.0021459227467811,108,108,11,108,11,108
rand.MUT218.cpp,"opencv_core/modules/core/src/rand.cpp#RNG::fill(cv::InputOutputArray _mat, int disttype, cv::InputArray _param1arg, cv::InputArray _param2arg, _Bool saturateRange)#527",915,60,1,60,1,60,2,15.0,2,15.0,2,2,1.0,2,1.0,2,2,4755,2,4755,2,2,14.0,2,14.0,2,2,1.0,2,1.0,2,60,0.002935625917383,60,0.002935625917383,60,60,14,60,14,60
dxt.MUT136.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#389",915,95,1,95,1,95,32,3.0,32,3.0,32,32,1.0,32,1.0,32,32,5131,32,5131,32,32,2.0,32,2.0,32,32,1.0,32,1.0,32,95,0.0003896356906292,95,0.0003896356906292,95,95,2,95,2,95
matrix.MUT316.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::Mat(const class cv::Mat & m, const class cv::Range & _rowRange, const class cv::Range & _colRange)#779",915,51,1,51,1,51,1,44.0,1,44.0,1,1,1.0,1,1.0,1,1,5044,1,5044,1,1,43.0,1,43.0,1,1,1.0,1,1.0,1,51,0.0084529192058187,51,0.0084529192058187,51,51,43,51,43,51
dxt.MUT1107.cpp,"opencv_core/modules/core/src/dxt.cpp#OcvDftImpl::colDft(const uchar * src_data, size_t src_step, uchar * dst_data, size_t dst_step, int stage_src_channels, int stage_dst_channels, _Bool isLastStage)#3157",915,111,1,111,1,111,18,2.0,18,2.0,18,18,1.0,18,1.0,18,18,5133,18,5133,18,18,1.0,18,1.0,18,18,1.0,18,1.0,18,111,0.0001947798987144,111,0.0001947798987144,111,111,1,111,1,111
persistence_xml.MUT13.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLEmitter::writeTag(const char * key, int tag_type, const int & attrlist)#66",915,54,1,54,1,54,1,18.0,1,18.0,1,1,1.0,1,1.0,1,1,5114,1,5114,1,1,17.0,1,17.0,1,1,1.0,1,1.0,1,54,0.0033131943091015,54,0.0033131943091015,54,54,17,54,17,54
persistence_yml.MUT107.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLEmitter::writeScalar(const char * key, const char * data)#255",915,50,1,50,1,50,1,22.0,1,22.0,1,1,1.0,1,1.0,1,1,5113,1,5113,1,1,21.0,1,21.0,1,1,1.0,1,1.0,1,50,0.0040903778730035,50,0.0040903778730035,50,50,21,50,21,50
split.dispatch.MUT47.cpp,"opencv_core/modules/core/src/split.dispatch.cpp#split(cv::InputArray _m, cv::OutputArrayOfArrays _mv)#223",915,52,1,52,1,52,1,4.0,1,4.0,1,1,1.0,1,1.0,1,1,5131,1,5131,1,1,3.0,1,3.0,1,1,1.0,1,1.0,1,52,0.0005843396961433,52,0.0005843396961433,52,52,3,52,3,52
matrix.MUT47.cpp,"opencv_core/modules/core/src/matrix.cpp#MatAllocator::copy(struct cv::UMatData * usrc, struct cv::UMatData * udst, int dims, const size_t * sz, const size_t * srcofs, const size_t * srcstep, const size_t * dstofs, const size_t * dststep, _Bool )#116",915,103,1,103,1,103,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,4736,2,4736,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,103,0.0002111040743086,103,0.0002111040743086,103,103,1,103,1,103
umatrix.MUT293.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::UMat(const class cv::UMat & m, const class cv::Range & _rowRange, const class cv::Range & _colRange)#769",915,47,1,47,1,47,1,6.0,1,6.0,1,1,1.0,1,1.0,1,1,5109,1,5109,1,1,5.0,1,5.0,1,1,1.0,1,1.0,1,47,0.0009777082518576,47,0.0009777082518576,47,47,5,47,5,47
persistence_json.MUT353.cpp,"opencv_core/modules/core/src/persistence_json.cpp#JSONParser::parseMap(char * ptr, class cv::FileNode & node)#732",915,59,1,59,1,59,7,14.0,7,14.0,7,7,1.0,7,1.0,7,7,5121,7,5121,7,7,13.0,7,13.0,7,7,1.0,7,1.0,7,59,0.0025321386832878,59,0.0025321386832878,59,59,13,59,13,59
persistence_yml.MUT86.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLEmitter::writeScalar(const char * key, const char * data)#213",915,71,1,71,1,71,1,3.0,1,3.0,1,1,1.0,1,1.0,1,1,5113,1,5113,1,1,2.0,1,2.0,1,1,1.0,1,1.0,1,71,0.0003910068426197,71,0.0003910068426197,71,71,2,71,2,71
matrix.MUT136.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::Mat(int _rows, int _cols, int _type, const cv::Scalar & _s)#352",915,37,1,37,1,37,2,22.0,2,22.0,2,2,1.0,2,1.0,2,2,5091,2,5091,2,2,21.0,2,21.0,2,2,1.0,2,1.0,2,37,0.0041079812206572,37,0.0041079812206572,37,37,21,37,21,37
persistence_yml.MUT21.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLEmitter::startWriteStruct(const struct cv::FStructData & parent, const char * key, int struct_flags, const char * type_name)#66",915,90,1,90,1,90,3,12.0,3,12.0,3,3,1.0,3,1.0,3,3,5121,3,5121,3,3,11.0,3,11.0,3,3,1.0,3,1.0,3,90,0.0021434138737334,90,0.0021434138737334,90,90,11,90,11,90
dxt.MUT218.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT_VecR2::operator()(Complex<float> * dst, const int c_n, const int n, const int dw0, const Complex<float> * wave)#577",915,83,1,83,1,83,24,4.0,24,4.0,24,24,1.0,24,1.0,24,24,5131,24,5131,24,24,3.0,24,3.0,24,24,1.0,24,1.0,24,83,0.0005843396961433,83,0.0005843396961433,83,83,3,83,3,83
persistence.MUT482.cpp,opencv_core/modules/core/src/persistence.cpp#Impl::endWriteStruct()#971,915,59,1,59,1,59,5,17.0,5,17.0,5,5,1.0,5,1.0,5,5,5108,5,5108,5,5,16.0,5,16.0,5,5,1.0,5,1.0,5,59,0.0031225604996096,59,0.0031225604996096,59,59,16,59,16,59
dxt.MUT238.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT_VecR3::operator()(Complex<float> * dst, const int c_n, const int n, const int dw0, const Complex<float> * wave)#610",915,97,1,97,1,97,32,3.0,32,3.0,32,32,1.0,32,1.0,32,32,5131,32,5131,32,32,2.0,32,2.0,32,32,1.0,32,1.0,32,97,0.0003896356906292,97,0.0003896356906292,97,97,2,97,2,97
has_non_zero.dispatch.MUT17.cpp,opencv_core/modules/core/src/has_non_zero.dispatch.cpp#hasNonZero(cv::InputArray _src)#104,915,42,1,42,1,42,2,76.0,2,76.0,2,2,1.0,2,1.0,2,2,5059,2,5059,2,2,75.0,2,75.0,2,2,1.0,2,1.0,2,42,0.0146084924035839,42,0.0146084924035839,42,42,75,42,75,42
persistence.MUT1085.cpp,opencv_core/modules/core/src/persistence.cpp#FileNode::operator double()#2312,915,102,1,102,1,102,1,18.0,1,18.0,1,1,1.0,1,1.0,1,1,5116,1,5116,1,1,17.0,1,17.0,1,1,1.0,1,1.0,1,102,0.0033119033703487,102,0.0033119033703487,102,102,17,102,17,102
dxt.MUT449.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT(const struct cv::OcvDftOptions & c, const Complex<T> * src, Complex<T> * dst)#1087",915,63,1,63,1,63,8,5.0,8,5.0,8,8,1.0,8,1.0,8,8,5130,8,5130,8,8,4.0,8,4.0,8,8,1.0,8,1.0,8,63,0.0007791195948578,63,0.0007791195948578,63,63,4,63,4,63
umatrix.MUT220.cpp,"opencv_core/modules/core/src/umatrix.cpp#Mat::getUMat(enum cv::AccessFlag accessFlags, enum cv::UMatUsageFlags usageFlags)#597",915,49,1,49,1,49,1,145.0,1,145.0,1,1,1.0,1,1.0,1,1,4985,1,4985,1,1,144.0,1,144.0,1,1,1.0,1,1.0,1,49,0.0280756482745174,49,0.0280756482745174,49,49,144,49,144,49
matrix.MUT72.cpp,opencv_core/modules/core/src/matrix.cpp#MatSize::operator==(const struct cv::MatSize & sz)#213,915,51,1,51,1,51,1,176.0,1,176.0,1,1,1.0,1,1.0,1,1,4959,1,4959,1,1,175.0,1,175.0,1,1,1.0,1,1.0,1,51,0.0340864822750292,51,0.0340864822750292,51,51,175,51,175,51
persistence.MUT1022.cpp,opencv_core/modules/core/src/persistence.cpp#FileNode::FileNode(const class cv::FileNode & node)#2155,915,68,1,68,1,68,15,38.0,15,38.0,15,15,1.0,15,1.0,15,15,5095,15,5095,15,15,37.0,15,37.0,15,15,1.0,15,1.0,15,68,0.0072096648480124,68,0.0072096648480124,68,68,37,68,37,68
rand.MUT282.cpp,"opencv_core/modules/core/src/rand.cpp#RNG::fill(cv::InputOutputArray _mat, int disttype, cv::InputArray _param1arg, cv::InputArray _param2arg, _Bool saturateRange)#641",915,53,1,53,1,53,1,22.0,1,22.0,1,1,1.0,1,1.0,1,1,3037,1,3037,1,1,21.0,1,21.0,1,1,1.0,1,1.0,1,53,0.0068672334859385,53,0.0068672334859385,53,53,21,53,21,53
persistence.MUT697.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::reserveNodeSpace(class cv::FileNode & node, size_t sz)#1466",915,40,1,40,1,40,5,40.0,5,40.0,5,5,1.0,5,1.0,5,5,5094,5,5094,5,5,39.0,5,39.0,5,5,1.0,5,1.0,5,40,0.0075978959672706,40,0.0075978959672706,40,40,39,40,39,40
persistence.MUT499.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::startWriteStruct(const char * key, int struct_flags, const char * type_name)#1010",915,61,1,61,1,61,5,8.0,5,8.0,5,5,1.0,5,1.0,5,5,5127,5,5127,5,5,7.0,5,7.0,5,5,1.0,5,1.0,5,61,0.0013634592910011,61,0.0013634592910011,61,61,7,61,7,61
dxt.MUT158.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT_R2::operator()(Complex<T> * dst, const int c_n, const int n, const int dw0, const Complex<T> * wave)#422",915,68,1,68,1,68,4,3.0,4,3.0,4,4,1.0,4,1.0,4,4,5132,4,5132,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,68,0.0003895597974289,68,0.0003895597974289,68,68,2,68,2,68
persistence_yml.MUT24.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLEmitter::startWriteStruct(const struct cv::FStructData & parent, const char * key, int struct_flags, const char * type_name)#72",915,87,1,87,1,87,3,12.0,3,12.0,3,3,1.0,3,1.0,3,3,5121,3,5121,3,3,11.0,3,11.0,3,3,1.0,3,1.0,3,87,0.0021434138737334,87,0.0021434138737334,87,87,11,87,11,87
split.dispatch.MUT43.cpp,"opencv_core/modules/core/src/split.dispatch.cpp#split(const class cv::Mat & src, class cv::Mat * mv)#165",915,75,1,75,1,75,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,5133,3,5133,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,75,0.0001947798987144,75,0.0001947798987144,75,75,1,75,1,75
dxt.MUT1139.cpp,opencv_core/modules/core/src/dxt.cpp#OcvDftBasicImpl::OcvDftBasicImpl()#3228,915,63,1,63,1,63,13,3.0,13,3.0,13,13,1.0,13,1.0,13,13,5131,13,5131,13,13,2.0,13,2.0,13,13,1.0,13,1.0,13,63,0.0003896356906292,63,0.0003896356906292,63,63,2,63,2,63
persistence.MUT492.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::startWriteStruct_helper(const char * key, int struct_flags, const char * type_name)#996",915,57,1,57,1,57,6,9.0,6,9.0,6,6,1.0,6,1.0,6,6,5108,6,5108,6,6,8.0,6,8.0,6,6,1.0,6,1.0,6,57,0.0015637216575449,57,0.0015637216575449,57,57,8,57,8,57
matrix_sparse.MUT340.cpp,"opencv_core/modules/core/src/matrix_sparse.cpp#minMaxLoc(const class cv::SparseMat & src, double * _minval, double * _maxval, int * _minidx, int * _maxidx)#800",915,108,1,108,1,108,16,2.0,16,2.0,16,16,1.0,16,1.0,16,16,5133,16,5133,16,16,1.0,16,1.0,16,16,1.0,16,1.0,16,108,0.0001947798987144,108,0.0001947798987144,108,108,1,108,1,108
persistence_types.MUT56.cpp,"opencv_core/modules/core/src/persistence_types.cpp#write(class cv::FileStorage & fs, const cv::String & name, const class cv::SparseMat & m)#113",915,137,1,137,1,137,7,2.0,7,2.0,7,7,1.0,7,1.0,7,7,5133,7,5133,7,7,1.0,7,1.0,7,7,1.0,7,1.0,7,137,0.0001947798987144,137,0.0001947798987144,137,137,1,137,1,137
glob.MUT40.cpp,"opencv_core/modules/core/src/glob.cpp#glob_rec(const cv::String & directory, const cv::String & wildchart, int & result, _Bool recursive, _Bool includeDirectories, const cv::String & pathPrefix)#267",915,26,1,26,1,26,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,5133,2,5133,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,26,0.0001947798987144,26,0.0001947798987144,26,26,1,26,1,26
matrix_decomp.MUT16.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#LUImpl(_Tp * A, size_t astep, int m, _Tp * b, size_t bstep, int n, _Tp eps)#37",915,67,1,67,1,67,1,3.0,1,3.0,1,1,1.0,1,1.0,1,1,5126,1,5126,1,1,2.0,1,2.0,1,1,1.0,1,1.0,1,67,0.000390015600624,67,0.000390015600624,67,67,2,67,2,67
persistence_xml.MUT7.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLEmitter::writeTag(const char * key, int tag_type, const int & attrlist)#47",915,47,1,47,1,47,1,21.0,1,21.0,1,1,1.0,1,1.0,1,1,5114,1,5114,1,1,20.0,1,20.0,1,1,1.0,1,1.0,1,47,0.003895597974289,47,0.003895597974289,47,47,20,47,20,47
matrix_sparse.MUT153.cpp,"opencv_core/modules/core/src/matrix_sparse.cpp#SparseMat::ptr(int i0, _Bool createMissing, size_t * hashval)#473",915,43,1,43,1,43,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,5133,3,5133,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,43,0.0001947798987144,43,0.0001947798987144,43,43,1,43,1,43
persistence.MUT1044.cpp,opencv_core/modules/core/src/persistence.cpp#FileNode::isMap(int flags)#2231,915,41,1,41,1,41,4,32.0,4,32.0,4,4,1.0,4,1.0,4,4,5094,4,5094,4,4,31.0,4,31.0,4,4,1.0,4,1.0,4,41,0.0060487804878048,41,0.0060487804878048,41,41,31,41,31,41
persistence_types.MUT109.cpp,"opencv_core/modules/core/src/persistence_types.cpp#read(const class cv::FileNode & node, int & keypoints)#253",915,84,1,84,1,84,1,5.0,1,5.0,1,1,1.0,1,1.0,1,1,5130,1,5130,1,1,4.0,1,4.0,1,1,1.0,1,1.0,1,84,0.0007791195948578,84,0.0007791195948578,84,84,4,84,4,84
persistence_base64_encoding.MUT156.cpp,opencv_core/modules/core/src/persistence_base64_encoding.cpp#RawDataToBinaryConvertor::make_to_binary_funcs(const std::string & dt)#357,915,187,1,187,1,187,22,7.0,22,7.0,22,22,1.0,22,1.0,22,22,5127,22,5127,22,22,6.0,22,6.0,22,22,1.0,22,1.0,22,187,0.0011689070718877,187,0.0011689070718877,187,187,6,187,6,187
rand.MUT336.cpp,opencv_core/modules/core/src/rand.cpp#RNG_MT19937::next()#862,915,29,1,29,1,29,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,5133,3,5133,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,29,0.0001947798987144,29,0.0001947798987144,29,29,1,29,1,29
matrix_expressions.MUT365.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#MatOp_Bin::assign(const class cv::MatExpr & e, class cv::Mat & m, int _type)#1434",915,119,1,119,1,119,27,2.0,27,2.0,27,27,1.0,27,1.0,27,27,5130,27,5130,27,27,1.0,27,1.0,27,27,1.0,27,1.0,27,119,0.0001948937828883,119,0.0001948937828883,119,119,1,119,1,119
matrix_expressions.MUT486.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#Mat::mul(cv::InputArray m, double scale)#1742",915,155,1,155,1,155,51,2.0,51,2.0,51,51,1.0,51,1.0,51,51,5132,51,5132,51,51,1.0,51,1.0,51,51,1.0,51,1.0,51,155,0.0001948178453146,155,0.0001948178453146,155,155,1,155,1,155
persistence.MUT678.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::convertToCollection(int type, class cv::FileNode & node)#1427",915,82,1,82,1,82,1,10.0,1,10.0,1,1,1.0,1,1.0,1,1,5123,1,5123,1,1,9.0,1,9.0,1,1,1.0,1,1.0,1,82,0.0017537022603273,82,0.0017537022603273,82,82,9,82,9,82
merge.dispatch.MUT39.cpp,"opencv_core/modules/core/src/merge.dispatch.cpp#merge(const class cv::Mat * mv, size_t n, cv::OutputArray _dst)#158",915,54,1,54,1,54,1,3.0,1,3.0,1,1,1.0,1,1.0,1,1,5132,1,5132,1,1,2.0,1,2.0,1,1,1.0,1,1.0,1,54,0.0003895597974289,54,0.0003895597974289,54,54,2,54,2,54
dxt.MUT135.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#388",915,89,1,89,1,89,27,4.0,27,4.0,27,27,1.0,27,1.0,27,27,5131,27,5131,27,27,3.0,27,3.0,27,27,1.0,27,1.0,27,89,0.0005843396961433,89,0.0005843396961433,89,89,3,89,3,89
dxt.MUT1143.cpp,"opencv_core/modules/core/src/dxt.cpp#OcvDftBasicImpl::init(int len, int count, int depth, int flags, _Bool * needBuffer)#3236",915,81,1,81,1,81,20,4.0,20,4.0,20,20,1.0,20,1.0,20,20,5131,20,5131,20,20,3.0,20,3.0,20,20,1.0,20,1.0,20,81,0.0005843396961433,81,0.0005843396961433,81,81,3,81,3,81
dxt.MUT113.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#346",915,91,1,91,1,91,34,4.0,34,4.0,34,34,1.0,34,1.0,34,34,5130,34,5130,34,34,3.0,34,3.0,34,34,1.0,34,1.0,34,91,0.0005844535359438,91,0.0005844535359438,91,91,3,91,3,91
persistence_json.MUT291.cpp,"opencv_core/modules/core/src/persistence_json.cpp#JSONParser::parseValue(char * ptr, class cv::FileNode & node)#605",915,64,1,64,1,64,1,12.0,1,12.0,1,1,1.0,1,1.0,1,1,5123,1,5123,1,1,11.0,1,11.0,1,1,1.0,1,1.0,1,64,0.0021425788858589,64,0.0021425788858589,64,64,11,64,11,64
persistence.MUT689.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::convertToCollection(int type, class cv::FileNode & node)#1445",915,50,1,50,1,50,1,38.0,1,38.0,1,1,1.0,1,1.0,1,1,5096,1,5096,1,1,37.0,1,37.0,1,1,1.0,1,1.0,1,50,0.0072082602766413,50,0.0072082602766413,50,50,37,50,37,50
dxt.MUT204.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT_R5::operator()(Complex<T> * dst, const int c_n, const int n, const int dw0, const Complex<T> * wave)#522",915,65,1,65,1,65,8,4.0,8,4.0,8,8,1.0,8,1.0,8,8,5130,8,5130,8,8,3.0,8,3.0,8,8,1.0,8,1.0,8,65,0.0005844535359438,65,0.0005844535359438,65,65,3,65,3,65
umatrix.MUT189.cpp,"opencv_core/modules/core/src/umatrix.cpp#setSize(class cv::UMat & m, int _dims, const int * _sz, const size_t * _steps, _Bool autoSteps)#529",915,26,1,26,1,26,1,2144.0,1,2144.0,1,1,1.0,1,1.0,1,1,2984,1,2984,1,1,2143.0,1,2143.0,1,1,1.0,1,1.0,1,26,0.4179832260581236,26,0.4179832260581236,26,26,2143,26,2143,26
split.dispatch.MUT28.cpp,"opencv_core/modules/core/src/split.dispatch.cpp#split(const class cv::Mat & src, class cv::Mat * mv)#144",915,58,1,58,1,58,2,3.0,2,3.0,2,2,1.0,2,1.0,2,2,5130,2,5130,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,58,0.000389711613406,58,0.000389711613406,58,58,2,58,2,58
matrix.MUT376.cpp,opencv_core/modules/core/src/matrix.cpp#Mat::diag(int d)#921,915,42,1,42,1,42,1,224.0,1,224.0,1,1,1.0,1,1.0,1,1,4741,1,4741,1,1,223.0,1,223.0,1,1,1.0,1,1.0,1,42,0.0449234488315874,42,0.0449234488315874,42,42,223,42,223,42
umatrix.MUT368.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::adjustROI(int dtop, int dbottom, int dleft, int dright)#935",915,47,1,47,1,47,1,197.0,1,197.0,1,1,1.0,1,1.0,1,1,4938,1,4938,1,1,196.0,1,196.0,1,1,1.0,1,1.0,1,47,0.0381768601480327,47,0.0381768601480327,47,47,196,47,196,47
persistence_xml.MUT320.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLParser::parseTag(char * ptr, std::string & tag_name, std::string & type_name, int & tag_type)#692",915,50,1,50,1,50,7,21.0,7,21.0,7,7,1.0,7,1.0,7,7,5114,7,5114,7,7,20.0,7,20.0,7,7,1.0,7,1.0,7,50,0.003895597974289,50,0.003895597974289,50,50,20,50,20,50
