bug_name,buggy_line_key,# of failing Tcs,# of lines executed by failing TCs,# of mutants,# of uncompilable mutants,# of mutans on buggy line,# of uncompilable mutants on buggy line,# of compilable mutants on buggy line,total p2f (all mutants),total f2p (all mutants),# of functions,# of function with same highest met score,met score of highest rank,rank of buggy function (function level) (met),met score of buggy function,# of function with same highest muse score,muse score of highest rank,rank of buggy function (function level) (muse),muse score of buggy function
nldiffusion_functions.MUT28.cpp,"opencv_features2d/modules/features2d/src/kaze/nldiffusion_functions.cpp#pm_g2(cv::InputArray _Lx, cv::InputArray _Ly, cv::OutputArray _dst, float k)#135",2,163,1506,77,20,0,20,9176,26,297,1,0.8164965809277261,297,0.0,1,0.0135778848576467,297,0.0
agast.MUT2167.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3333",1,2286,1572,0,20,0,20,1098,2,297,1,1.0,1,1.0,1,0.0307061253376085,1,0.0307061253376085
agast.MUT1686.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2598",1,1373,1492,34,20,0,20,1172,13,297,1,1.0,1,1.0,1,0.0332016864716901,1,0.0332016864716901
agast.MUT3172.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4842",1,2282,1538,11,20,0,20,1163,23,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0150957290132547,1,0.0150957290132547
sift.dispatch.MUT17.cpp,"opencv_features2d/modules/features2d/src/sift.dispatch.cpp#unpackOctave(const class cv::KeyPoint & kpt, int & octave, int & layer, float & scale)#170",2,312,1310,126,20,0,20,3452,25,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0091358013264035,2,0.0069320707970608
brisk.MUT705.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskScaleSpace::getScoreMaxAbove(const int layer, const int x_layer, const int y_layer, const int threshold, _Bool & ismax, float & dx, float & dy)#1557",7,3355,1286,93,20,2,18,3596,88,297,1,1.0,1,1.0,1,0.0195765169486594,1,0.0195765169486594
sift.dispatch.MUT74.cpp,"opencv_features2d/modules/features2d/src/sift.dispatch.cpp#findScaleSpaceExtremaComputer::findScaleSpaceExtremaComputer(int _o, int _i, int _threshold, int _idx, int _step, int _cols, int _nOctaveLayers, double _contrastThreshold, double _edgeThreshold, double _sigma, const int & _gauss_pyr, const int & _dog_pyr, int & _tls_kpts_struct)#331",5,286,1318,136,20,0,20,3736,75,297,1,1.0,1,1.0,1,0.0065041866028708,2,0.0050908521303258
agast.MUT4715.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#7371",1,1799,1650,87,20,0,20,4783,82,297,6,1.0,6,1.0,1,0.007805932249176,2,0.0067323747263236
agast.MUT1130.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1763",1,1385,1406,2,6,0,6,1141,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1062672004003002,1,0.1062672004003002
agast.MUT66.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#153",1,392,1540,59,20,0,20,1502,0,297,297,0.0,297,0.0,297,0.0,297,0.0
AKAZEFeatures.MUT571.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#MSURF_Descriptor_64_Invoker::Get_MSURF_Descriptor_64(const class cv::KeyPoint & kpt, float * desc, int desc_size)#1678",2,549,1321,79,20,2,18,12092,0,297,297,0.0,297,0.0,296,0.0,296,0.0
fast.MUT164.cpp,"opencv_features2d/modules/features2d/src/fast.cpp#FAST(cv::InputArray _img, int & keypoints, int threshold, _Bool nonmax_suppression, class FastFeatureDetector::DetectorType type)#513",2,132,1445,87,18,0,18,8309,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0339816265708052,1,0.0339816265708052
agast.MUT1186.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1846",1,1373,1448,27,20,0,20,1164,0,297,297,0.0,297,0.0,297,0.0,297,0.0
brisk.MUT89.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::generateKernel(const int & radiusList, const int & numberList, float dMax, float dMin, const int & _indexChange)#454",4,2062,1408,110,20,3,17,3362,5,297,1,0.8660254037844387,1,0.8660254037844387,1,0.0456765530470709,1,0.0456765530470709
brisk.MUT248.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::smoothedIntensity(const cv::Mat & image, const cv::Mat & integral, const float key_x, const float key_y, const unsigned int scale, const unsigned int rot, const unsigned int point)#699",1,1824,1510,72,20,1,19,4923,15,297,3,1.0,3,1.0,1,0.0243314763231197,1,0.0243314763231197
affine_feature.MUT61.cpp,"opencv_features2d/modules/features2d/src/affine_feature.cpp#skewedDetectAndCompute::affineSkew(float tilt, float phi, class cv::Mat & warpedImage, class cv::Mat & warpedMask, cv::Matx23f & pose)#236",1,274,1172,101,16,0,16,4781,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT2712.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4150",1,2291,1531,8,20,0,20,1219,8,297,1,1.0,1,1.0,1,0.0413522421719143,1,0.0413522421719143
agast.MUT2772.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4240",1,2303,1406,14,6,0,6,1215,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0946506892230576,1,0.0946506892230576
agast.MUT4216.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#6534",1,1144,1385,18,20,0,20,3840,20,297,1,1.0,1,1.0,1,0.0150448585231193,1,0.0150448585231193
agast.MUT1893.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2907",1,1373,1454,16,6,0,6,1325,3,297,1,1.0,1,1.0,1,0.1066041801335919,1,0.1066041801335919
mser.MUT478.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#extractMSER_8uC3(const class cv::Mat & src, int & msers, int & bboxvec, const class MSER_Impl::Params & params)#947",1,188,1489,79,20,3,17,1310,6,297,1,1.0,1,1.0,1,0.0469410240577288,1,0.0469410240577288
agast.MUT2080.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#3191",1,1374,1378,16,6,0,6,1194,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0945208208806535,1,0.0945208208806535
brisk.MUT204.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::smoothedIntensity(const cv::Mat & image, const cv::Mat & integral, const float key_x, const float key_y, const unsigned int scale, const unsigned int rot, const unsigned int point)#643",3,2075,1447,68,20,2,18,3680,31,297,1,0.8660254037844387,1,0.8660254037844387,1,0.0185619227128822,1,0.0185619227128822
agast.MUT46.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#123",1,381,1470,58,20,0,20,1447,0,297,297,0.0,297,0.0,297,0.0,297,0.0
sift.dispatch.MUT139.cpp,"opencv_features2d/modules/features2d/src/sift.dispatch.cpp#SIFT_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#536",2,273,1159,137,20,2,18,4418,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT2153.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3315",1,2255,1366,21,20,0,20,1261,1,297,1,0.5773502691896258,1,0.5773502691896258,1,0.0230548637838653,1,0.0230548637838653
agast.MUT4694.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#7336",1,1799,1537,111,20,0,20,4603,26,297,3,1.0,3,1.0,1,0.0224442474865486,1,0.0224442474865486
agast.MUT224.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#390",1,384,1441,23,6,0,6,1414,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1065371024734982,1,0.1065371024734982
AKAZEFeatures.MUT60.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#nld_step_scalar_one_lane(const class cv::Mat & Lt, const class cv::Mat & Lf, class cv::Mat & Lstep, float step_size, int row_begin, int row_end)#171",8,613,1364,92,20,8,12,4652,58,297,1,0.5,297,0.0,1,0.0140678745712652,297,0.0
AKAZEFeatures.MUT386.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#Sample_Derivative_Response_Radius6(const class cv::Mat & Lx, const class cv::Mat & Ly, const int x0, const int y0, const int scale, float * resX, float * resY)#1299",1,355,1329,72,20,1,19,1488,116,297,7,1.0,7,1.0,1,0.0054973755443869,2,0.0036765338981591
agast.MUT899.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1416",1,1372,1494,22,20,0,20,772,5,297,1,1.0,1,1.0,1,0.0238095238095238,1,0.0238095238095238
AKAZEFeatures.MUT598.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#MSURF_Descriptor_64_Invoker::Get_MSURF_Descriptor_64(const class cv::KeyPoint & kpt, float * desc, int desc_size)#1721",2,549,1373,64,20,0,20,11097,4,297,1,0.8164965809277261,1,0.8164965809277261,1,0.0380003929299704,1,0.0380003929299704
AKAZEFeatures.MUT434.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#Compute_Main_Orientation(class cv::KeyPoint & kpt, const cv::Pyramid & evolution)#1406",4,470,1389,92,20,0,20,11214,46,297,2,0.7071067811865475,2,0.7071067811865475,1,0.0257232184853024,1,0.0257232184853024
agast.MUT1084.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1693",1,1374,1382,25,6,0,6,687,3,297,1,1.0,1,1.0,1,0.1063122923588039,1,0.1063122923588039
agast.MUT2836.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4343",1,2193,1388,1,10,0,10,760,0,297,297,0.0,297,0.0,297,0.0,297,0.0
sift.dispatch.MUT82.cpp,"opencv_features2d/modules/features2d/src/sift.dispatch.cpp#findScaleSpaceExtremaComputer::findScaleSpaceExtremaComputer(int _o, int _i, int _threshold, int _idx, int _step, int _cols, int _nOctaveLayers, double _contrastThreshold, double _edgeThreshold, double _sigma, const int & _gauss_pyr, const int & _dog_pyr, int & _tls_kpts_struct)#339",2,273,1228,112,20,0,20,3957,6,297,1,1.0,1,1.0,1,0.0403436808966762,1,0.0403436808966762
agast.MUT4753.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#7440",2,2043,1465,80,10,0,10,4647,31,297,1,1.0,1,1.0,1,0.0282505746215423,1,0.0282505746215423
agast.MUT202.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#356",1,389,1488,45,6,0,6,1542,2,297,1,0.5773502691896258,1,0.5773502691896258,1,0.0944048390581119,1,0.0944048390581119
agast.MUT106.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#214",1,387,1363,11,6,0,6,1663,3,297,1,1.0,1,1.0,1,0.1066277472527472,1,0.1066277472527472
agast.MUT316.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#531",1,377,1562,48,6,0,6,1755,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0946686191560906,1,0.0946686191560906
agast.MUT1039.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1627",1,1359,1353,15,20,0,20,1483,0,297,297,0.0,297,0.0,297,0.0,297,0.0
brisk.MUT274.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::computeDescriptorsAndOrOrientation(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool doDescriptors, _Bool doOrientation, _Bool useProvidedKeypoints)#763",3,1828,1568,79,20,0,20,4344,36,297,1,0.8164965809277261,1,0.8164965809277261,1,0.0098952057152694,3,0.0034439580617924
agast.MUT2751.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4212",1,2269,1398,16,20,0,20,1467,1,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0230958868561048,1,0.0230958868561048
agast.MUT3046.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4655",1,2272,1486,19,20,0,20,1443,7,297,1,1.0,1,1.0,1,0.0409741458910433,1,0.0409741458910433
affine_feature.MUT56.cpp,opencv_features2d/modules/features2d/src/affine_feature.cpp#skewedDetectAndCompute::operator()(const cv::Range & range)#223,1,271,1236,125,20,0,20,4488,1,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0235610766045548,1,0.0235610766045548
agast.MUT2715.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4154",1,2281,1428,6,20,0,20,1084,15,297,1,1.0,1,1.0,1,0.037988259820057,1,0.037988259820057
agast.MUT4832.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST(cv::InputArray _img, int & keypoints, int threshold, _Bool nonmax_suppression, class AgastFeatureDetector::DetectorType type)#8124",3,1508,1423,2,20,1,19,3401,16,297,1,1.0,1,1.0,1,0.0409854065082823,1,0.0409854065082823
sift.dispatch.MUT101.cpp,"opencv_features2d/modules/features2d/src/sift.dispatch.cpp#SIFT_Impl::findScaleSpaceExtrema(const int & gauss_pyr, const int & dog_pyr, int & keypoints)#400",2,119,1310,118,20,8,12,1130,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT3460.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#5276",1,2273,1422,18,20,0,20,1082,6,297,1,1.0,1,1.0,1,0.0399809046425587,1,0.0399809046425587
agast.MUT1335.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2071",1,1374,1406,18,6,0,6,1123,9,297,1,1.0,1,1.0,1,0.0419674631418403,1,0.0419674631418403
brisk.MUT355.cpp,opencv_features2d/modules/features2d/src/brisk.cpp#BriskScaleSpace::constructPyramid(const cv::Mat & image)#951,3,1182,1438,49,20,1,19,1975,19,297,1,1.0,1,1.0,1,0.0445445344129554,1,0.0445445344129554
agast.MUT2840.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4349",1,1928,1508,20,20,0,20,1248,0,297,297,0.0,297,0.0,297,0.0,297,0.0
nldiffusion_functions.MUT114.cpp,"opencv_features2d/modules/features2d/src/kaze/nldiffusion_functions.cpp#compute_derivative_kernels(cv::OutputArray _kx, cv::OutputArray _ky, int dx, int dy, int scale)#354",8,727,1265,85,20,1,19,7206,9,297,1,0.6123724356957946,1,0.6123724356957946,1,0.0292511520737327,1,0.0292511520737327
agast.MUT2506.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3842",1,2282,1394,10,20,0,20,814,0,297,297,0.0,297,0.0,297,0.0,297,0.0
brisk.MUT175.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::smoothedIntensity(const cv::Mat & image, const cv::Mat & integral, const float key_x, const float key_y, const unsigned int scale, const unsigned int rot, const unsigned int point)#607",1,1824,1641,86,20,1,19,4357,0,297,297,0.0,297,0.0,297,0.0,297,0.0
fed.MUT10.cpp,"opencv_features2d/modules/features2d/src/kaze/fed.cpp#fed_tau_internal(const int & n, const float & scale, const float & tau_max, const _Bool & reordering, int & tau)#105",1,163,1518,117,14,6,8,2329,20,297,2,1.0,5,0.7071067811865475,1,0.0124867724867724,2,0.0051408798813643
agast.MUT470.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#762",1,384,1429,29,20,0,20,1000,5,297,1,1.0,1,1.0,1,0.0467627610484753,1,0.0467627610484753
mser.MUT366.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#preprocessMSER_8uC3(struct cv::MSCRNode * node, struct cv::MSCREdge * edge, double * total, const class cv::Mat & src, class cv::Mat & dx, class cv::Mat & dy, int Ne, int edgeBlurSize)#775",1,220,1384,72,14,1,13,908,37,297,3,1.0,3,1.0,1,0.0161943319838056,2,0.010492402623721
fast.MUT67.cpp,"opencv_features2d/modules/features2d/src/fast.cpp#FAST_t(cv::InputArray _img, int & keypoints, int threshold, _Bool nonmax_suppression)#175",4,330,1691,167,20,0,20,4368,183,297,1,1.0,1,1.0,1,0.0059288537549407,1,0.0059288537549407
agast.MUT2778.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4251",1,2285,1447,17,20,0,20,817,3,297,1,1.0,1,1.0,1,0.0345500058213994,1,0.0345500058213994
agast.MUT2735.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4184",1,2285,1500,9,6,0,6,1570,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0947834257827892,1,0.0947834257827892
agast.MUT1833.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2818",1,1374,1384,6,6,0,6,1542,8,297,1,1.0,1,1.0,1,0.0313756956660391,1,0.0313756956660391
agast.MUT3166.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4832",1,2285,1468,13,6,0,6,1513,3,297,1,1.0,1,1.0,1,0.1065767125872806,1,0.1065767125872806
agast.MUT2787.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4263",1,2297,1448,22,6,0,6,1492,3,297,1,1.0,1,1.0,1,0.1065687494019711,1,0.1065687494019711
fast.MUT28.cpp,"opencv_features2d/modules/features2d/src/fast.cpp#FAST_t(cv::InputArray _img, int & keypoints, int threshold, _Bool nonmax_suppression)#116",8,3614,1465,80,20,16,4,5630,27,297,1,1.0,1,1.0,1,0.0997716894977168,1,0.0997716894977168
agast.MUT2114.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#3253",1,1374,1538,6,20,3,17,1619,0,297,297,0.0,297,0.0,297,0.0,297,0.0
mser.MUT324.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#preprocessMSER_8uC3(struct cv::MSCRNode * node, struct cv::MSCREdge * edge, double * total, const class cv::Mat & src, class cv::Mat & dx, class cv::Mat & dy, int Ne, int edgeBlurSize)#732",1,149,1478,60,6,0,6,1593,1,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0708908406524466,1,0.0708908406524466
agast.MUT974.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1528",1,1374,1450,22,20,0,20,1425,5,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0233754090696587,1,0.0233754090696587
agast.MUT1315.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2047",1,1143,1371,24,20,5,15,2053,0,297,297,0.0,297,0.0,297,0.0,297,0.0
fast.MUT22.cpp,"opencv_features2d/modules/features2d/src/fast.cpp#FAST_t(cv::InputArray _img, int & keypoints, int threshold, _Bool nonmax_suppression)#104",3,330,1587,177,20,6,14,4750,0,297,297,0.0,297,0.0,296,0.0,296,0.0
nldiffusion_functions.MUT3.cpp,"opencv_features2d/modules/features2d/src/kaze/nldiffusion_functions.cpp#gaussian_2D_convolution(const cv::Mat & src, cv::Mat & dst, int ksize_x, int ksize_y, float sigma)#52",2,163,1434,75,20,0,20,9935,4,297,2,0.5,2,0.5,1,0.0283404837405956,1,0.0283404837405956
agast.MUT207.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#366",1,368,1555,31,20,0,20,2189,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT135.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#257",1,362,1525,70,20,0,20,2265,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT533.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#870",1,1366,1451,36,20,0,20,1998,1,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0229519521665594,1,0.0229519521665594
agast.MUT4746.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#7426",16,2224,1357,44,20,0,20,3644,218,297,1,0.970142500145332,1,0.970142500145332,1,0.0331458708593834,1,0.0331458708593834
brisk.MUT230.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::smoothedIntensity(const cv::Mat & image, const cv::Mat & integral, const float key_x, const float key_y, const unsigned int scale, const unsigned int rot, const unsigned int point)#676",4,1902,1623,88,20,0,20,5178,146,297,1,1.0,1,1.0,1,0.0192346652946893,1,0.0192346652946893
agast.MUT426.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#696",1,384,1536,44,6,0,6,1466,13,297,1,1.0,1,1.0,1,0.0237121433440451,1,0.0237121433440451
agast.MUT63.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#148",1,384,1417,49,6,0,6,1551,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1060382916053019,1,0.1060382916053019
nldiffusion_functions.MUT75.cpp,"opencv_features2d/modules/features2d/src/kaze/nldiffusion_functions.cpp#compute_k_percentile(const cv::Mat & img, float perc, float gscale, int nbins, int ksize_x, int ksize_y)#256",3,58,970,57,20,0,20,3748,4,297,1,0.7745966692414834,1,0.7745966692414834,1,0.0282284799756125,1,0.0282284799756125
agast.MUT1331.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2066",1,1374,1442,11,6,0,6,1339,2,297,1,0.5773502691896258,1,0.5773502691896258,1,0.0937455579246624,1,0.0937455579246624
agast.MUT879.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1389",1,1374,1450,6,20,0,20,1516,1,297,1,0.5773502691896258,1,0.5773502691896258,1,0.0222714003201808,1,0.0222714003201808
agast.MUT35.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#106",1,380,1527,27,20,0,20,1554,0,297,297,0.0,297,0.0,297,0.0,297,0.0
AKAZEFeatures.MUT126.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#compute_kcontrast(cv::InputArray Lx_, cv::InputArray Ly_, float perc, int nbins)#336",2,560,1268,59,20,1,19,11064,29,297,1,1.0,297,0.0,1,0.0179102460124357,296,0.0
agast.MUT184.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#329",1,394,1440,40,20,0,20,1603,5,297,1,1.0,1,1.0,1,0.0236313976962356,1,0.0236313976962356
mser.MUT439.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#extractMSER_8uC3(const class cv::Mat & src, int & msers, int & bboxvec, const class MSER_Impl::Params & params)#884",1,184,1444,57,20,0,20,1548,8,297,2,1.0,2,1.0,1,0.0211025375647712,1,0.0211025375647712
agast.MUT1643.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2535",1,1375,1514,6,20,0,20,1420,11,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0416066262301308,1,0.0416066262301308
agast.MUT1254.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1949",1,1374,1398,27,20,0,20,1513,0,297,297,0.0,297,0.0,297,0.0,297,0.0
orb.MUT370.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#ORB_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#1190",7,375,1507,133,20,0,20,6009,117,297,1,0.8819171036881969,1,0.8819171036881969,1,0.0079870362614098,1,0.0079870362614098
agast.MUT1806.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2778",1,1377,1442,11,6,0,6,1333,6,297,1,1.0,1,1.0,1,0.0393170761557996,1,0.0393170761557996
AKAZEFeatures.MUT209.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#find_neighbor_point(const int x, const int y, const class cv::Mat & mask, const int search_radius, int & idx)#700",1,362,1254,80,20,0,20,421,130,297,9,1.0,9,1.0,1,0.0048212133386902,2,0.0043620501635768
agast.MUT532.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#869",1,1209,1502,28,20,0,20,1372,1,297,1,0.5773502691896258,1,0.5773502691896258,1,0.022283494606874,1,0.022283494606874
agast.MUT2537.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3890",1,2294,1464,19,20,0,20,1452,2,297,1,0.5773502691896258,1,0.5773502691896258,1,0.0301073859229399,1,0.0301073859229399
agast.MUT631.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1014",1,1374,1461,18,6,0,6,2413,4,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0560776423245354,1,0.0560776423245354
fast.MUT131.cpp,"opencv_features2d/modules/features2d/src/fast.cpp#FAST_t(cv::InputArray _img, int & keypoints, int threshold, _Bool nonmax_suppression)#282",4,383,1568,184,20,0,20,8859,6,297,1,0.5773502691896258,1,0.5773502691896258,1,0.0198934837092731,1,0.0198934837092731
agast.MUT1065.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1666",1,1327,1511,6,20,0,20,2648,0,297,297,0.0,297,0.0,297,0.0,297,0.0
